Imagen,Varianza,Media,Desviación estándar,Entropía,Contraste,Homogeneidad,Disimilitud,Energía,Correlación,Media GLCM,Desviación GLCM,Entropía GLCM,Hu1,Hu2,Hu3,Hu4,Hu5,Hu6,Hu7,HOG_mean,HOG_std,KAZE_count,KAZE_mean,KAZE_std,ORB_count,ORB_mean,ORB_std,AKAZE_count,AKAZE_mean,AKAZE_std,LoG_mean,LoG_std,Distancia con la imagen original
gradient.png,1131.9833941540705,67.11323874296436,33.64496090284651,-371791170.0,56.76897247262643,0.4435624399068243,4.122648620343909,0.03556253257971107,0.9749287494907743,1.52587890625e-05,0.0001380755739138574,7.698036014462412,0.009487589443194493,1.7708316977974156e-05,2.938428456265114e-08,8.384242095519927e-09,-6.250777571771245e-17,2.2293315085500376e-11,-1.1580643130781195e-16,0.12734530866146088,0.10708845406770706,1461,0.06994615495204926,0.10359795391559601,500,126.394125,74.15739875753717,1401,119.00077228209359,95.50515788533917,0.02479127579737336,11.086749114899932,0.0
edges.png,13379.28872035645,73.86268761726079,115.66887533107794,-523567140.0,9354.309209213205,0.856145092590453,36.68356552632629,0.6821197137604075,0.6504508240438315,1.52587890625e-05,0.002664486440767645,0.9971215140838281,0.002446079191020024,8.988378660612775e-07,1.338456724806442e-11,1.6955845551110302e-12,1.4619398735066879e-24,6.722160318215788e-16,7.944183634289237e-24,0.10747741907835007,0.12695220112800598,6682,0.0756707489490509,0.09949340671300888,500,131.778125,74.30306619840378,6229,120.56147738368131,93.70844785315765,-0.0011163227016885555,67.34685586574534,0.007041530315989492
binary_resized.png,13802.749828518825,150.10685833333332,117.48510470914526,-885996100.0,1727.4265915414576,0.859804589265104,12.497765720645518,0.5602265667829915,0.9373957897960438,1.5258789062500003e-05,0.002188331828939229,2.8238739579970313,0.0008232707071140233,2.213489024743571e-09,1.3244063203681126e-11,3.0348890315599183e-12,-1.6940819696833766e-23,-4.723380839916679e-17,-9.122496745967143e-24,0.09261462092399597,0.12686240673065186,5012,0.06914665549993515,0.10413327813148499,500,126.783125,75.83744269972699,4031,114.62401226559736,97.14139351699932,0.014344444444444444,42.89417410342215,0.008664336827907184
emboss.png,7936.462206472921,136.76723499061913,89.0868239779201,-909635800.0,930.078526864021,0.296600170100106,17.898174782267702,0.174576046492374,0.9413982194354792,1.52587890625e-05,0.0006817669476860167,8.276958493605827,0.0010960875262914244,1.5641808189353299e-07,2.7543688880408514e-11,1.2516419721321317e-11,1.3738615578696583e-22,4.822858310699017e-15,-1.8743955524659957e-22,0.11405368894338608,0.12112879008054733,5045,0.07025890797376633,0.10338610410690308,500,132.195125,74.16718732859144,5344,118.12915357808973,97.00296070312724,0.03670497185741088,59.095212600311356,0.008391520272958567
RGB.png,2979.921470532552,132.38209505941214,54.588656976816644,-844045950.0,96.1647932335682,0.27134255934559515,6.09046486344328,0.017670803751881275,0.9812251765977108,1.5258789062500003e-05,6.731892534933875e-05,8.668989457051639,0.0009238734796370178,9.49254216484683e-08,2.7925806961686552e-11,1.4009888408057168e-11,1.5273724281555228e-22,3.985286546813878e-15,-2.3121901962365086e-22,0.11960075795650482,0.11566893756389618,585,0.06837429106235504,0.10464202612638474,500,136.641,73.91741164299519,576,111.28568989071039,96.36810791107723,0.0019910881801125705,16.781486557027968,0.00856373407673213
dilated.png,1944.60805782675,164.8630253283302,44.09771034676007,-1085078000.0,17.283666027186893,0.671494988117731,1.8943355554668475,0.0538996882961011,0.9955480554187036,1.52587890625e-05,0.0002099920074887195,6.932572743003795,0.000731813952414841,6.191514183725127e-08,9.806554922196651e-12,1.2901854194918497e-12,4.5704827083314815e-24,3.012744696104906e-16,-4.139931498254726e-25,0.11698109656572342,0.11822990328073502,406,0.06866080313920975,0.10445427149534225,500,134.12,73.43995574617404,334,108.73269853735152,95.82514155384992,0.013571763602251407,5.419763201637997,0.008755793273106015
gaussian_blur.png,2552.755699684596,132.38109130706692,50.52480281687991,-841322600.0,11.729138439935474,0.4223534175236182,2.18807045392106,0.027505911008996874,0.9972204167743031,1.52587890625e-05,0.00010635595815079146,7.632210198231655,0.000823414344496056,7.673270046521618e-08,1.6737766416217647e-11,6.674541795201091e-12,5.497268502987751e-23,1.826114139854411e-15,-4.4214678654317485e-23,0.10462888330221176,0.12932941317558289,504,0.06854105740785599,0.104532890021801,500,135.900125,73.61109732903304,461,110.17229117029977,95.79622816394793,0.0021130393996247653,7.931960177141741,0.008664193038858427
segmentation_by_color_range.png,3550.3810258478707,121.1685217323327,59.58507385115731,-768226500.0,358.2321828176403,0.30297484680151876,7.304179473873298,0.06572521417467124,0.9436091721509113,1.52587890625e-05,0.0002562852785489524,8.320961898669234,0.0009810783451115494,1.0066576509889287e-07,2.3846263449299398e-11,4.0760463004345865e-12,3.960879006792757e-23,1.2543114812719173e-15,-6.783370060463521e-24,0.11757995933294296,0.11769992113113403,2203,0.06830760836601257,0.10468557476997375,500,134.4630625,74.8511172970791,1834,111.17613565260919,97.09923261474648,-0.008480300187617262,23.581942350187898,0.00850652932118157
segmentation_by_color.png,3552.0755032701454,121.1593284865541,59.59929113060109,-768179400.0,358.35638121761025,0.3031319364834536,7.304024495910696,0.06589285432933435,0.9436204207514003,1.52587890625e-05,0.0002569412795673297,8.319763050365484,0.0009810783451115494,1.0066576509889287e-07,2.3846263449299398e-11,4.0760463004345865e-12,3.960879006792757e-23,1.2543114812719173e-15,-6.783370060463521e-24,0.11756952852010727,0.11771029233932495,2211,0.06832046061754227,0.10467719286680222,500,134.487625,74.8644398019472,1834,111.14684377067057,97.12316592448266,-0.008480300187617262,23.583495603016353,0.00850652932118157
segmentation_region_growing.png,16082.774413044857,114.32898686679175,126.81787891714976,-810407550.0,7741.765797772544,0.8809435333901432,30.35986587361782,0.6327707169897032,0.7593409870241793,1.52587890625e-05,0.0024717135146545624,1.0521819253709623,0.0012166676604149615,1.7413993008124188e-07,5.115399767185863e-11,2.1259645670091926e-11,5.294715842768445e-22,8.835787038939832e-15,-4.595510230462477e-22,0.10446043312549591,0.12476209551095963,9261,0.07359091192483902,0.10104145854711533,500,129.7785,74.46341593527657,7620,119.06042554106966,95.51233370660468,-0.0019371482176360226,68.87863940459839,0.008270940368854805
