Imagen,Varianza,Media,Desviación estándar,Entropía,Contraste,Homogeneidad,Disimilitud,Energía,Correlación,Media GLCM,Desviación GLCM,Entropía GLCM,Hu1,Hu2,Hu3,Hu4,Hu5,Hu6,Hu7,HOG_mean,HOG_std,KAZE_count,KAZE_mean,KAZE_std,ORB_count,ORB_mean,ORB_std,AKAZE_count,AKAZE_mean,AKAZE_std,LoG_mean,LoG_std,Distancia ecluediana imagen original
binary.png,10048.154808170793,48.70853350882966,100.2404848759761,-1107333000.0,4656.929669668659,0.9283835747290522,18.26246929281827,0.7901394346169891,0.7683714070110429,1.52587890625e-05,0.003086444448440604,0.7266775413818718,0.0027253114564957754,1.7584817347159948e-07,2.9734659133178624e-10,1.0855587199642877e-09,-2.6196276565881474e-19,-4.189658021214642e-13,-5.583548231250945e-19,0.08938973397016525,0.12458867579698563,20916,0.07090061902999878,0.10294708609580994,500,127.9036875,74.61797730039554,17993,118.86303143390006,93.81394985384559,0.0022163723447040326,49.20978042350137,0.00015150648350054408
binary_resized.png,8425.979593337008,48.677172222222225,91.79313478325602,-280654940.0,4973.441171396772,0.7511030915665449,28.918127434613243,0.6620184618131384,0.7051441051932431,1.5258789062500003e-05,0.002585964598707295,2.873892840322504,0.002827758848760714,6.596811110668862e-07,5.967143347923078e-12,1.6422656991927098e-09,-7.374354239132337e-20,6.273806340614783e-13,-1.44885693063254e-19,0.12155724316835403,0.10848318040370941,5496,0.07117192447185516,0.1027597114443779,500,130.540125,74.56223249731981,4490,119.64368177005367,93.52649065928568,0.009477777777777778,46.5113832441354,0.00025395438383993144
blur.png,1409.3266016920957,93.79358244061766,37.54099894371613,-1782740400.0,10.13382367253869,0.3766008146206791,2.275955206481786,0.033752293206023826,0.9942379850410766,1.5258789062499998e-05,0.0001309589469357286,7.2057381296671315,0.002950204042620627,3.264041377749655e-07,6.124553417960247e-10,2.533311612377303e-09,-2.8668329113793568e-18,-9.20300278745421e-13,-1.3185365802061468e-18,0.12744562327861786,0.10696008801460266,2751,0.06896005570888519,0.10425695031881332,500,134.021,74.80423155811441,2991,115.58741799167996,96.50795540958173,-0.00011334137691492085,3.613463967914276,0.00037639910856864417
dilated.png,708.1105133133984,121.55946034879895,26.610345982594787,-2407687700.0,22.65390326057765,0.6208041529611421,2.3510662353086675,0.06660948507648762,0.9839987876303077,1.5258789062499997e-05,0.00025974549713761956,6.6822180756828375,0.0011640138554651304,2.517715623836893e-08,2.3852210146140432e-11,3.9326255271847995e-11,1.1125169159329443e-21,1.106794070225391e-15,-4.615215010310131e-22,0.126952663064003,0.10749746859073639,2482,0.06824734807014465,0.10472487658262253,500,132.186875,73.80848750471978,2404,112.77355364010802,96.48502218471751,0.003806076560272019,5.223095186724363,0.0014097911252101203
edges.png,12128.402439068928,63.25167269935286,110.12902632398476,-1437954700.0,13811.240584777435,0.7876043338852545,54.16172778344092,0.6779454550240084,0.4307250999222556,1.52587890625e-05,0.0026481804735584017,1.035829490776608,0.002487874447475312,5.094486002313336e-07,1.717837848386484e-10,4.8218893501936534e-11,4.056337626131677e-21,3.159994774972431e-14,1.6748528057960451e-21,0.11851455271244049,0.11492560058832169,28043,0.0767512395977974,0.09866227954626083,500,129.308,74.1930893749546,25888,121.4215656598918,93.48440123834409,0.013929289605498885,70.41816074649914,8.59312767176884e-05
emboss.png,4602.072580188565,104.15127929508976,67.83857737444502,-2098225400.0,1215.186637463896,0.14407162362294582,24.165336174578513,0.08903173196437832,0.867997597782109,1.52587890625e-05,0.0003474453035302493,9.46392156938061,0.001717191430332499,1.6331119450289925e-07,4.049471126809131e-11,2.395375242074171e-11,4.9192640028403905e-22,1.2445599667581018e-15,-5.608719723550967e-22,0.13983465731143951,0.09026134014129639,25783,0.07374903559684753,0.10092609375715256,500,130.3328125,74.14875705863075,24615,120.99024851566584,95.8079085979289,-0.0012131183503345398,42.94305372269835,0.0008566135448535777
gaussian_blur.png,1484.042210380642,93.79582879358463,38.5232684280636,-1785130600.0,19.10580979512447,0.3002134799197726,3.1336421919055253,0.028488527554893877,0.9900020739203865,1.5258789062499997e-05,0.0001102322303609209,7.550734994017403,0.002816063034778894,2.461928410727494e-07,4.754561402704392e-10,1.777183620576652e-09,-1.272344745430971e-18,-6.601086063808014e-13,-1.0246392610974435e-18,0.13350264728069305,0.0993298664689064,3570,0.06909586489200592,0.10416699200868607,500,133.5360625,73.89343390651224,3783,115.30898800934293,96.44828337498505,-0.0004051040181346203,5.514818005532285,0.00024225807853174065
gradient.png,601.3626215201939,47.49528207378158,24.522696049174403,-777455300.0,50.86373585201133,0.38281183507234084,4.408721461621603,0.03704033659740746,0.957708480994016,1.52587890625e-05,0.000143881974181287,7.494131701198908,0.17469058939232335,0.0016538558247839986,0.0012323122064773352,0.00028354040156251576,1.2012038817432883e-07,2.4915180001039253e-06,1.1688451099242446e-07,0.14096491038799286,0.08845320343971252,3715,0.0719589963555336,0.10221009701490402,500,124.909625,74.09197886653706,3990,122.99760877603846,94.39715978272561,0.007984351577638844,8.42739568329976,0.17212937347406362
gray_scale.png,1120.924190028791,99.35196884940221,33.48020594364364,-1901907600.0,71.96046137060321,0.1837046760174601,6.039070292278951,0.02002468928272806,0.9679012882062009,1.5258789062499998e-05,7.671872929600743e-05,8.27444567448062,0.0025738049750919888,1.50643339919605e-07,2.736000663158885e-10,8.396251251557362e-10,-1.4014892590771182e-19,-3.1311904547996064e-13,-3.7723350580594083e-19,0.14171303808689117,0.08725376427173615,4895,0.06942223757505417,0.10394975543022156,500,133.6678125,74.37263417390058,5106,115.27522105141492,96.46923804092454,-0.0010317721472706666,10.39189024177491,0.0
morph_close.png,879.6878900880231,108.91446674710248,29.659532870360973,-2115230800.0,21.79231224621068,0.6224296604149511,2.2979597332527404,0.06083816185476816,0.9876128701243948,1.52587890625e-05,0.00023715870152094234,6.785030268643166,0.0017528677349385267,4.042125346724124e-08,9.58558747995641e-11,2.5639496971566245e-10,8.930817426813047e-21,-4.884971457331644e-14,-3.91904365705534e-20,0.12509101629257202,0.10965404659509659,2843,0.06777745485305786,0.10502959787845612,500,132.0253125,74.36179325955865,2890,114.19256906234047,96.5432642101225,-0.003419253409381741,5.01705518770136,0.000820937247553102
