Imagen,Varianza,Media,Desviación estándar,Entropía,Contraste,Homogeneidad,Disimilitud,Energía,Correlación,Media GLCM,Desviación GLCM,Entropía GLCM,Hu1,Hu2,Hu3,Hu4,Hu5,Hu6,Hu7,HOG_mean,HOG_std,KAZE_count,KAZE_mean,KAZE_std,ORB_count,ORB_mean,ORB_std,AKAZE_count,AKAZE_mean,AKAZE_std,LoG_mean,LoG_std,Distancia ecluediana imagen original
binary.png,15743.724574657941,150.1390243902439,125.47399959616311,-1064243200.0,2936.35284020598,0.9548434035584846,11.515109177278353,0.6875868122107793,0.906720292443032,1.52587890625e-05,0.002685842641489128,0.8604050670444214,0.0008740391113989175,8.637039956781168e-08,2.0311865799377934e-11,8.584276623104912e-12,7.856485489125697e-23,2.4681669026747506e-15,-8.170872109216792e-23,0.07587718218564987,0.13630373775959015,5846,0.06842776387929916,0.10460707545280457,500,129.862375,75.1502648655304,4782,114.70368732473551,97.74031314368567,0.014479362101313321,52.68956490625409,5.855186608036183e-06
binary_resized.png,13802.749828518825,150.10685833333332,117.48510470914526,-885996100.0,1727.4265915414576,0.859804589265104,12.497765720645518,0.5602265667829915,0.9373957897960438,1.5258789062500003e-05,0.002188331828939229,2.8238739579970313,0.0008232707071140232,2.213489024743571e-09,1.3244063203681158e-11,3.0348890315599426e-12,-1.6940819696834218e-23,-4.723380839916489e-17,-9.122496745966853e-24,0.09261462092399597,0.12686240673065186,5012,0.06914665549993515,0.10413327813148499,500,126.783125,75.83744269972699,4031,114.62401226559736,97.14139351699932,0.014344444444444444,42.89417410342215,4.491329490393544e-05
blur.png,2426.8882876637545,132.38051594746716,49.26345793449496,-840569340.0,6.667478344177877,0.493177215763991,1.6330849772346765,0.03229410428736859,0.9983204122119139,1.52587890625e-05,0.00012522260346686882,7.318715203493295,0.0008067663907722596,7.344676701985567e-08,1.6769070614944757e-11,5.543653288588739e-12,4.2977107909745344e-23,1.4874246633139397e-15,-3.177864460018504e-23,0.10484464466571808,0.12914800643920898,409,0.06874993443489075,0.10439562797546387,467,135.357869379015,73.9219423961735,399,110.04199022145528,95.9625298975386,0.001271106941838649,4.530115331133173,6.141753526447563e-05
dilated.png,1944.60805782675,164.8630253283302,44.09771034676007,-1085078000.0,17.283666027186893,0.671494988117731,1.8943355554668475,0.0538996882961011,0.9955480554187036,1.52587890625e-05,0.0002099920074887195,6.932572743003795,0.000731813952414841,6.191514183725127e-08,9.806554922196847e-12,1.2901854194918982e-12,4.5704827083317886e-24,3.01274469610501e-16,-4.1399314982545675e-25,0.11698109656572342,0.11822990328073502,406,0.06866079568862915,0.10445427149534225,500,134.12,73.43995574617404,334,108.73269853735152,95.82514155384992,0.013571763602251407,5.419763201637997,0.00013636997447945886
edges.png,13379.28872035645,73.86268761726079,115.66887533107794,-523567140.0,9354.309209213205,0.856145092590453,36.68356552632629,0.6821197137604075,0.6504508240438315,1.52587890625e-05,0.002664486440767645,0.9971215140838281,0.002446079191020024,8.988378660612777e-07,1.3384567248064468e-11,1.695584555110936e-12,1.461939873503944e-24,6.722160318217738e-16,7.944183634289075e-24,0.10747741907835007,0.12695220112800598,6682,0.0756707489490509,0.09949340671300888,500,131.778125,74.30306619840378,6229,120.56147738368131,93.70844785315765,-0.0011163227016885555,67.34685586574534,0.0015778954757978475
emboss.png,7936.462206472921,136.76723499061913,89.0868239779201,-909635800.0,930.078526864021,0.296600170100106,17.898174782267702,0.174576046492374,0.9413982194354792,1.52587890625e-05,0.0006817669476860167,8.276958493605827,0.0010960875262914244,1.5641808189353299e-07,2.754368888040869e-11,1.2516419721321388e-11,1.373861557869668e-22,4.822858310699053e-15,-1.874395552466022e-22,0.11405368894338608,0.12112879008054733,5045,0.07025890797376633,0.10338611155748367,500,132.195125,74.16718732859144,5344,118.12915357808973,97.00296070312724,0.03670497185741088,59.095212600311356,0.0002279036124754946
gaussian_blur.png,2552.755699684596,132.38109130706692,50.52480281687991,-841322600.0,11.729138439935474,0.4223534175236182,2.18807045392106,0.027505911008996874,0.9972204167743031,1.52587890625e-05,0.00010635595815079146,7.632210198231655,0.0008234143444960558,7.673270046521614e-08,1.6737766416217873e-11,6.674541795201169e-12,5.497268502987917e-23,1.826114139854434e-15,-4.421467865431818e-23,0.10462888330221176,0.12932941317558289,504,0.06854105740785599,0.104532890021801,500,135.900125,73.61109732903304,461,110.17229117029977,95.79622816394793,0.0021130393996247653,7.931960177141741,4.4769581216427733e-05
gradient.png,1131.9833941540705,67.11323874296436,33.64496090284651,-371791170.0,56.76897247262643,0.4435624399068243,4.122648620343909,0.03556253257971107,0.9749287494907743,1.52587890625e-05,0.0001380755739138574,7.698036014462412,0.009487589443194491,1.7708316977974146e-05,2.9384284562651086e-08,8.384242095519937e-09,-6.250777571771261e-17,2.2293315085500356e-11,-1.1580643130781195e-16,0.12734530866146088,0.10708845406770706,1461,0.06994615495204926,0.10359795391559601,500,126.394125,74.15739875753717,1401,119.00077228209359,95.50515788533917,0.02479127579737336,11.086749114899932,0.008619423533818118
gray_scale.png,2537.8958327651667,135.80332317073172,50.37753301587094,-866821570.0,96.61584954927243,0.27352782910567625,6.09582334390784,0.018339661720518086,0.9809461997174379,1.52587890625e-05,6.999542253628859e-05,8.639385276862068,0.0008681839248609473,8.546458628581593e-08,1.9522336195272797e-11,8.028877213113714e-12,7.095487704682739e-23,2.3048578298957344e-15,-7.120023077045056e-23,0.11994951963424683,0.11530506610870361,604,0.0683412030339241,0.1046636551618576,500,135.9846875,73.53943298005053,601,111.75818990207577,96.35706869858139,0.0019371482176360226,16.657395182282066,0.0
morph_close.png,2110.112466846305,152.78928705440902,45.93596049770054,-992901400.0,16.36242066184983,0.6722285355289384,1.8468606395893552,0.05114150726370549,0.9961176337744041,1.52587890625e-05,0.00019918791796268647,6.98441037662406,0.0007577631041109346,6.109310827683911e-08,1.167629125282166e-11,2.354424309491154e-12,1.0992257728607089e-23,5.8149912358737e-16,-5.617935556262506e-24,0.11472417414188385,0.12041734158992767,421,0.06587394326925278,0.10623381286859512,500,134.1200625,73.62975721470289,380,109.47804141501294,96.09063654905239,-0.0037171669793621014,5.265256824547902,0.00011042082343958261
