Imagen,Varianza,Media,Desviación estándar,Entropía,Contraste,Homogeneidad,Disimilitud,Energía,Correlación,Media GLCM,Desviación GLCM,Entropía GLCM,Hu1,Hu2,Hu3,Hu4,Hu5,Hu6,Hu7,HOG_mean,HOG_std,KAZE_count,KAZE_mean,KAZE_std,ORB_count,ORB_mean,ORB_std,AKAZE_count,AKAZE_mean,AKAZE_std,LoG_mean,LoG_std,Distancia ecluediana imagen original
binary.png,14769.544197352085,88.94217585692995,121.53001356599975,-74408330.0,5096.490965657533,0.9216237971633265,19.986239081009934,0.6876552730128471,0.8277025154916207,1.52587890625e-05,0.002686110070812438,0.9180903591674675,0.0012908970447959144,9.374287699773621e-08,6.355811623431868e-10,1.1167294961573371e-10,8.934159276689529e-21,1.8895980290828575e-14,2.837828282319708e-20,0.09595900028944016,0.1342041790485382,798,0.07245247066020966,0.1018608808517456,428,139.0319801401869,74.43861549023067,480,112.24665300546448,94.8040963757226,0.1302334823646299,58.705015090840654,2.373994278511701e-05
binary_resized.png,11287.898441643332,88.93203333333334,106.24452193710192,-509715650.0,594.6848052309406,0.8197121083236205,8.360186421814136,0.4931617220289741,0.9736700103343426,1.5258789062499997e-05,0.0019263525445932263,3.912642612969818,0.0013064035224621818,1.483678222169987e-07,6.591764171444092e-10,7.510987126769176e-11,-1.0416879139751538e-20,-8.515719335138713e-15,-1.3069148232079582e-20,0.08763401210308075,0.12409856170415878,5627,0.07271727919578552,0.10167200118303299,500,127.4788125,74.91819989888869,3938,116.67242254951752,94.10121471305375,0.006258333333333334,27.287491583954264,3.9246461918446374e-05
blur.png,2973.4157118062944,106.90901142573274,54.52903549308657,-77557464.0,4.471620597503091,0.4561014944519264,1.5640381317059553,0.039894780506940175,0.9963325992707952,1.52587890625e-05,0.00015509016417740123,6.71645600406784,0.0011208920851557174,8.016140669045294e-08,6.946921710403921e-10,5.81769098436345e-11,-1.702990008443259e-21,-1.6399726094279504e-15,1.1570941027997934e-20,0.1276259869337082,0.10675963759422302,8,0.07056964933872223,0.10317423939704895,14,130.87946428571428,73.28758621055924,1,169.7704918032787,86.39831385775447,-0.0076701440635866865,2.9231761075711202,0.0001462650174071373
dilated.png,673.6323721132067,145.56081470442126,25.95442875721226,-109811320.0,26.3972318615133,0.6333829274476156,2.4797574887320013,0.061241914567218385,0.9803277320491879,1.52587890625e-05,0.0002387391000481159,6.640337163704641,0.0007799066743950113,4.863562197780154e-08,4.1858704056513574e-11,6.013026731876635e-12,8.090559193420638e-23,1.3061033844506645e-15,5.054486808040198e-23,0.128601536154747,0.10552722960710526,31,0.07548518478870392,0.09963426738977432,217,133.0367223502304,73.46930849592852,12,128.14344262295083,95.37435543991917,0.020804769001490312,5.351782330810983,0.0004872504296109989
edges.png,14071.990174684224,80.76393442622951,118.62541959750543,-67566490.0,11603.91887040804,0.8215495514039302,45.50556419767859,0.6484387268127348,0.5877913435738733,1.52587890625e-05,0.0025329178160742043,1.0775893627225925,0.00223871814142334,7.064988990819236e-07,2.2808205868695186e-12,5.364325356804342e-13,5.41288862630161e-25,2.745616374517875e-16,2.4306870573101274e-25,0.11644092947244644,0.11883531510829926,810,0.07472812384366989,0.10020332783460617,422,127.63921800947867,73.33401149240771,503,122.02529087768471,92.78888415251568,-0.04552409339294585,70.97444677815753,0.0009715612341008698
emboss.png,5495.89933326078,116.7865871833085,74.13433302634333,-88247896.0,1117.3145466874078,0.13712424522921157,23.590522914921625,0.07119346169684339,0.8984066725403407,1.52587890625e-05,0.000277680533835954,9.34006084154641,0.0014662239641024253,2.1143014372684212e-07,4.651358483130137e-11,2.933680729608325e-11,4.584714857743082e-22,1.230049842235344e-14,9.819420318886168e-22,0.13178932666778564,0.10161872953176498,466,0.07426077872514725,0.10055016726255417,418,131.97824461722487,74.3910187753239,369,116.47567639610823,94.22825036740925,0.012538499751614507,52.900306107370355,0.0001990668982515447
gaussian_blur.png,3001.76943605817,106.89778440139096,54.78840603684478,-77574000.0,8.177834948745563,0.37276782690024846,2.119560448326752,0.034115006051883154,0.9935911940228888,1.52587890625e-05,0.00013238527614961484,7.027859625432161,0.0011343177530197504,7.840867851356283e-08,6.707968213142886e-10,5.843259345600357e-11,-1.7678893578727866e-21,-1.2627352532329284e-15,1.1432650315497295e-20,0.13150948286056519,0.10196103155612946,12,0.0670827329158783,0.10547467321157455,55,131.36136363636365,73.64419287082343,5,117.77049180327869,97.55388480599701,0.004769001490312966,4.350118864686685,0.00013283934974291225
gradient.png,506.6578122853218,62.09903626428217,22.509060670879222,-39311788.0,46.60306728889953,0.42613188417627385,4.126022097243827,0.04269494422789073,0.9539477597810636,1.52587890625e-05,0.00016607762966920362,7.266752097827654,0.09498594852941175,0.0013074846887487091,4.2436485997174394e-05,0.00021155357855605545,1.9448092985292685e-08,6.706196069589038e-06,4.85417265547504e-09,0.14287877082824707,0.08532606810331345,69,0.07060498744249344,0.10315006226301193,364,135.16766826923077,74.44172573829444,51,120.34104789456767,96.96574591972757,0.0418281172379533,7.275823294055675,0.09372815876197138
gray_scale.png,967.0142409535238,115.00812717337307,31.096852589185353,-83051976.0,96.92856288141677,0.1618998096517853,7.0124845438953365,0.01793748160772042,0.9498380574103378,1.5258789062500003e-05,6.838665274565654e-05,8.399406805410688,0.0012671571021444132,9.122456866493185e-08,5.894896071260553e-10,1.0372670295334942e-10,8.134712761909703e-21,1.8035940973666028e-14,2.4325053976771206e-20,0.13662631809711456,0.09503062069416046,16,0.06733283400535583,0.1053151860833168,298,136.72934144295303,73.72431189402523,12,110.0327868852459,94.7635482269482,0.03372081470442126,12.147830747438173,0.0
morph_close.png,652.3079149853821,133.1127868852459,25.540319398656354,-98674960.0,21.530054644808743,0.6478984059327425,2.208487894379961,0.06344055657373467,0.9834552619082139,1.52587890625e-05,0.000247344460345568,6.55128841135247,0.0008469632158049794,4.7310488595445304e-08,1.6707014916081691e-10,1.5109158726023502e-11,5.3026652508975e-22,2.6748087960980597e-15,5.4321179366815355e-22,0.12615925073623657,0.10841820389032364,18,0.07070869207382202,0.10307900607585907,173,135.63854768786126,74.6083218283395,5,108.13770491803278,90.8792788947927,-0.0123397913561848,4.720637459352727,0.0004201938886343657
